Consumer_ID,Restaurant_ID,Restaurant_Name,Overall_Rating,Cuisine,Price,Franchise
U1089,132921,Crudalia,Okay,Bar,Low,No
U1003,132825,Puesto De Tacos,I like it,Mexican,Low,No
U1089,132754,Cabana Huasteca,Okay,Mexican,Medium,No
U1003,135075,Mariscos El Pescador,I like it,Seafood,Medium,No
U1089,135026,La Cantina,Okay,Bar,High,No
U1003,132862,La Posada Del Virrey,Okay,International,High,No
U1089,132872,Pizzeria Julios,Okay,American,Medium,No
U1089,135085,Tortas Locas Hipocampo,Okay,Fast Food,Medium,No
U1003,135041,Luna Cafe,Don't Like,Bar,Medium,No
U1089,135072,Sushi Itto,Okay,Japanese,Medium,Yes
U1089,132834,Gorditas Doa Gloria,Okay,Mexican,Low,No
U1003,132937,Rockabilly ,I like it,Bar,Low,No
U1089,132875,Shi Ro Ie,Okay,Japanese,High,Yes
U1089,135038,Restaurant La Chalita,Don't Like,Not Informed,Medium,No
U1003,132922,Cafe Punta Del Cielo,I like it,Cafeteria,Medium,No
U1091,132825,Puesto De Tacos,Don't Like,Mexican,Low,No
U1091,135075,Mariscos El Pescador,I like it,Seafood,Medium,No
U1089,135079,Koye Sushi,Don't Like,Chinese,High,No
U1003,132723,Gordas De Morales,I like it,Mexican,Medium,No
U1091,132861,Carl's Jr,Okay,Burgers,Medium,Yes
U1003,132755,La Estrella De Dimas,I like it,Mexican,Medium,No
U1091,132875,Shi Ro Ie,Okay,Japanese,High,Yes
U1003,135080,Los Toneles,I like it,Not Informed,High,No
U1091,135086,McDonalds Parque Tangamanga,Okay,Burgers,Medium,Yes
U1003,135079,Koye Sushi,I like it,Chinese,High,No
U1027,135066,Restaurante Guerra,Don't Like,Not Informed,High,No
U1091,135080,Los Toneles,Don't Like,Not Informed,High,No
U1027,132921,Crudalia,Okay,Bar,Low,No
U1091,132572,Cafe Chaires,I like it,Cafeteria,Low,No
U1027,135052,La Cantina Restaurante,Okay,Bar,High,No
U1091,132884,Dairy Queen,I like it,Not Informed,Low,Yes
U1091,135035,El Mundo De La Pasta,Okay,Italian,High,No
U1027,132937,Rockabilly ,Okay,Bar,Low,No
U1027,132951,Vips,Okay,American,Low,Yes
U1027,132925,El Pueblito,Okay,Mexican,Medium,No
U1027,132872,Pizzeria Julios,Okay,American,Medium,No
U1027,132875,Shi Ro Ie,Okay,Japanese,High,Yes
U1027,135085,Tortas Locas Hipocampo,Okay,Fast Food,Medium,No
U1027,135042,Restaurant Oriental Express,Okay,Chinese,Medium,No
U1027,135062,Restaurante El Cielo Potosino,Okay,Not Informed,Medium,No
U1029,135047,Restaurante Casa De Las Flores,Okay,Not Informed,High,No
U1029,135059,Restaurant Bar Hacienda Los Martinez,I like it,Bar,Medium,No
U1029,132937,Rockabilly ,Okay,Bar,Low,No
U1029,135085,Tortas Locas Hipocampo,Okay,Fast Food,Medium,No
U1029,132834,Gorditas Doa Gloria,Don't Like,Mexican,Low,No
U1029,132754,Cabana Huasteca,Don't Like,Mexican,Medium,No
U1029,132825,Puesto De Tacos,Okay,Mexican,Low,No
U1029,132921,Crudalia,Okay,Bar,Low,No
U1029,132862,La Posada Del Virrey,Okay,International,High,No
U1029,132922,Cafe Punta Del Cielo,Okay,Cafeteria,Medium,No
U1086,135063,Restaurante Alhondiga,Okay,Not Informed,Medium,No
U1086,132921,Crudalia,Okay,Bar,Low,No
U1086,135085,Tortas Locas Hipocampo,I like it,Fast Food,Medium,No
U1086,132922,Cafe Punta Del Cielo,I like it,Cafeteria,Medium,No
U1086,132937,Rockabilly ,I like it,Bar,Low,No
U1086,135045,Restaurante La Gran Via,I like it,Not Informed,High,No
U1086,135041,Luna Cafe,I like it,Bar,Medium,No
U1086,135060,Restaurante Marisco Sam,Okay,Seafood,Medium,No
U1086,132951,Vips,Okay,American,Low,Yes
U1019,132921,Crudalia,Don't Like,Bar,Low,No
U1019,132834,Gorditas Doa Gloria,Don't Like,Mexican,Low,No
U1137,132951,Vips,I like it,American,Low,Yes
U1019,135062,Restaurante El Cielo Potosino,Don't Like,Not Informed,Medium,No
U1019,135086,McDonalds Parque Tangamanga,Don't Like,Burgers,Medium,Yes
U1137,135085,Tortas Locas Hipocampo,I like it,Fast Food,Medium,No
U1137,132834,Gorditas Doa Gloria,I like it,Mexican,Low,No
U1090,132572,Cafe Chaires,Okay,Cafeteria,Low,No
U1137,132862,La Posada Del Virrey,I like it,International,High,No
U1137,135058,Restaurante Tiberius,Don't Like,Pizzeria,Medium,Yes
U1137,135059,Restaurant Bar Hacienda Los Martinez,I like it,Bar,Medium,No
U1137,135062,Restaurante El Cielo Potosino,I like it,Not Informed,Medium,No
U1137,132825,Puesto De Tacos,I like it,Mexican,Low,No
U1137,132723,Gordas De Morales,I like it,Mexican,Medium,No
U1137,132755,La Estrella De Dimas,I like it,Mexican,Medium,No
U1137,135042,Restaurant Oriental Express,I like it,Chinese,Medium,No
U1137,132884,Dairy Queen,I like it,Not Informed,Low,Yes
U1137,135049,Restaurante De Mariscos La Langosta,I like it,Seafood,Medium,No
U1137,135075,Mariscos El Pescador,I like it,Seafood,Medium,No
U1114,132825,Puesto De Tacos,Don't Like,Mexican,Low,No
U1114,135065,El Angel Restaurante,Don't Like,Not Informed,High,No
U1114,135058,Restaurante Tiberius,Don't Like,Pizzeria,Medium,Yes
U1114,132723,Gordas De Morales,Don't Like,Mexican,Medium,No
U1114,132951,Vips,Don't Like,American,Low,Yes
U1114,132872,Pizzeria Julios,Okay,American,Medium,No
U1114,132834,Gorditas Doa Gloria,Don't Like,Mexican,Low,No
U1114,135072,Sushi Itto,Don't Like,Japanese,Medium,Yes
U1114,132754,Cabana Huasteca,Don't Like,Mexican,Medium,No
U1114,132755,La Estrella De Dimas,Okay,Mexican,Medium,No
U1061,132825,Puesto De Tacos,Okay,Mexican,Low,No
U1061,135048,Restaurante Bar Fu-Hao,I like it,Bar,High,No
U1061,132921,Crudalia,Okay,Bar,Low,No
U1061,135026,La Cantina,I like it,Bar,High,No
U1061,132723,Gordas De Morales,I like it,Mexican,Medium,No
U1061,135075,Mariscos El Pescador,I like it,Seafood,Medium,No
U1061,135034,Michiko Restaurant Japones,I like it,Japanese,Medium,No
U1061,135041,Luna Cafe,I like it,Bar,Medium,No
U1013,132572,Cafe Chaires,Okay,Cafeteria,Low,No
U1013,135075,Mariscos El Pescador,I like it,Seafood,Medium,No
U1061,135046,Restaurante El Reyecito,Okay,Fast Food,Medium,No
U1061,132572,Cafe Chaires,Okay,Cafeteria,Low,No
U1061,135058,Restaurante Tiberius,Okay,Pizzeria,Medium,Yes
U1046,135044,Restaurant Wu Zhuo Yi,Okay,Chinese,Medium,No
U1046,135065,El Angel Restaurante,I like it,Not Informed,High,No
U1046,132921,Crudalia,I like it,Bar,Low,No
U1046,135085,Tortas Locas Hipocampo,Okay,Fast Food,Medium,No
U1046,132572,Cafe Chaires,Okay,Cafeteria,Low,No
U1046,135058,Restaurante Tiberius,I like it,Pizzeria,Medium,Yes
U1046,132951,Vips,Okay,American,Low,Yes
U1046,132861,Carl's Jr,Okay,Burgers,Medium,Yes
U1041,135001,Vips,Okay,Not Informed,None,None
U1041,134983,Restaurant And Bar And Clothesline Carlos N Charlies,I like it,Bar,High,No
U1041,135021,Subway,I like it,Fast Food,Low,Yes
U1041,134992,Restaurant Teely,I like it,Not Informed,High,No
U1041,132768,Mariscos Tia Licha,I like it,Family,Medium,Yes
U1041,135109,Paniroles,Okay,Italian,Medium,No
U1004,132954,La Parroquia,I like it,Breakfast,Medium,Yes
U1004,132955,Emilianos,I like it,Brewery,Low,Yes
U1004,132958,Tacos Los Volcanes,I like it,American,Low,Yes
U1003,132754,Cabana Huasteca,I like it,Mexican,Medium,No
U1059,135064,Restaurante El Chivero S.A. De C.V.,Okay,Not Informed,High,No
U1059,135075,Mariscos El Pescador,I like it,Seafood,Medium,No
U1059,135028,La Virreina,Okay,Mexican,Medium,No
U1061,132834,Gorditas Doa Gloria,Okay,Mexican,Low,No
U1061,135086,McDonalds Parque Tangamanga,Okay,Burgers,Medium,Yes
U1061,132754,Cabana Huasteca,I like it,Mexican,Medium,No
U1061,135080,Los Toneles,I like it,Not Informed,High,No
U1090,135062,Restaurante El Cielo Potosino,I like it,Not Informed,Medium,No
U1090,135052,La Cantina Restaurante,I like it,Bar,High,No
U1112,135047,Restaurante Casa De Las Flores,Don't Like,Not Informed,High,No
U1112,135026,La Cantina,Okay,Bar,High,No
U1112,135064,Restaurante El Chivero S.A. De C.V.,Don't Like,Not Informed,High,No
U1090,132862,La Posada Del Virrey,I like it,International,High,No
U1057,135070,Restaurante 75,Okay,Not Informed,Medium,No
U1112,132954,La Parroquia,Don't Like,Breakfast,Medium,Yes
U1057,135043,Pizza Clasica,Okay,Fast Food,Medium,Yes
U1112,135079,Koye Sushi,Okay,Chinese,High,No
U1112,135062,Restaurante El Cielo Potosino,Don't Like,Not Informed,Medium,No
U1090,135051,Restaurante Versalles,Okay,Not Informed,Low,No
U1090,132954,La Parroquia,I like it,Breakfast,Medium,Yes
U1112,135048,Restaurante Bar Fu-Hao,Don't Like,Bar,High,No
U1057,132954,La Parroquia,Okay,Breakfast,Medium,Yes
U1112,135086,McDonalds Parque Tangamanga,Don't Like,Burgers,Medium,Yes
U1061,132955,Emilianos,I like it,Brewery,Low,Yes
U1112,132921,Crudalia,Okay,Bar,Low,No
U1061,132958,Tacos Los Volcanes,I like it,American,Low,Yes
U1112,135046,Restaurante El Reyecito,Don't Like,Fast Food,Medium,No
U1090,135085,Tortas Locas Hipocampo,I like it,Fast Food,Medium,No
U1112,132572,Cafe Chaires,Don't Like,Cafeteria,Low,No
U1090,132922,Cafe Punta Del Cielo,I like it,Cafeteria,Medium,No
U1025,132866,Chaires,I like it,Bakery,Medium,No
U1057,135080,Los Toneles,Okay,Not Informed,High,No
U1112,132834,Gorditas Doa Gloria,Okay,Mexican,Low,No
U1057,132825,Puesto De Tacos,Okay,Mexican,Low,No
U1112,132862,La Posada Del Virrey,Okay,International,High,No
U1061,132954,La Parroquia,I like it,Breakfast,Medium,Yes
U1025,132877,Sirloin Stockade,Okay,Not Informed,Low,Yes
U1057,135064,Restaurante El Chivero S.A. De C.V.,Okay,Not Informed,High,No
U1057,135046,Restaurante El Reyecito,Okay,Fast Food,Medium,No
U1090,135025,El Rincon De San Francisco,I like it,Mexican,Medium,No
U1090,132925,El Pueblito,I like it,Mexican,Medium,No
U1057,132862,La Posada Del Virrey,Okay,International,High,No
U1057,135075,Mariscos El Pescador,Don't Like,Seafood,Medium,No
U1025,132847,Don Burguers,I like it,Not Informed,Low,No
U1057,135030,Preambulo Wifi Zone Cafe,Okay,Coffee Shop,Medium,No
U1025,135071,Restaurante La Cantina,I like it,Bar,Medium,No
U1057,132834,Gorditas Doa Gloria,Okay,Mexican,Low,No
U1025,132958,Tacos Los Volcanes,Okay,American,Low,Yes
U1025,132825,Puesto De Tacos,Don't Like,Mexican,Low,No
U1025,135028,La Virreina,I like it,Mexican,Medium,No
U1025,135047,Restaurante Casa De Las Flores,Okay,Not Informed,High,No
U1025,132846,El Lechon Potosino ,I like it,International,Low,No
U1025,135064,Restaurante El Chivero S.A. De C.V.,I like it,Not Informed,High,No
U1025,132830,Rincon Huasteco,I like it,Not Informed,Low,No
U1097,135079,Koye Sushi,I like it,Chinese,High,No
U1097,135058,Restaurante Tiberius,I like it,Pizzeria,Medium,Yes
U1097,132954,La Parroquia,Okay,Breakfast,Medium,Yes
U1097,132958,Tacos Los Volcanes,I like it,American,Low,Yes
U1097,135026,La Cantina,Okay,Bar,High,No
U1059,132955,Emilianos,I like it,Brewery,Low,Yes
U1059,135044,Restaurant Wu Zhuo Yi,I like it,Chinese,Medium,No
U1059,132862,La Posada Del Virrey,Don't Like,International,High,No
U1059,135085,Tortas Locas Hipocampo,I like it,Fast Food,Medium,No
U1059,135030,Preambulo Wifi Zone Cafe,I like it,Coffee Shop,Medium,No
U1128,135053,La Fontana Pizza Restaurante And Cafe,Don't Like,Cafeteria,High,No
U1059,132825,Puesto De Tacos,I like it,Mexican,Low,No
U1059,132754,Cabana Huasteca,I like it,Mexican,Medium,No
U1128,135058,Restaurante Tiberius,Don't Like,Pizzeria,Medium,Yes
U1128,132875,Shi Ro Ie,Don't Like,Japanese,High,Yes
U1128,135079,Koye Sushi,Don't Like,Chinese,High,No
U1128,132925,El Pueblito,Don't Like,Mexican,Medium,No
U1128,135064,Restaurante El Chivero S.A. De C.V.,Don't Like,Not Informed,High,No
U1128,132921,Crudalia,Don't Like,Bar,Low,No
U1128,135060,Restaurante Marisco Sam,Don't Like,Seafood,Medium,No
U1128,132954,La Parroquia,Don't Like,Breakfast,Medium,Yes
U1128,132951,Vips,Don't Like,American,Low,Yes
U1097,132921,Crudalia,I like it,Bar,Low,No
U1097,132955,Emilianos,I like it,Brewery,Low,Yes
U1097,132884,Dairy Queen,Okay,Not Informed,Low,Yes
U1097,135049,Restaurante De Mariscos La Langosta,I like it,Seafood,Medium,No
U1097,135034,Michiko Restaurant Japones,I like it,Japanese,Medium,No
U1006,132954,La Parroquia,Okay,Breakfast,Medium,Yes
U1006,135079,Koye Sushi,Okay,Chinese,High,No
U1006,132875,Shi Ro Ie,I like it,Japanese,High,Yes
U1006,135026,La Cantina,I like it,Bar,High,No
U1006,132922,Cafe Punta Del Cielo,I like it,Cafeteria,Medium,No
U1006,132572,Cafe Chaires,Okay,Cafeteria,Low,No
U1006,135075,Mariscos El Pescador,Okay,Seafood,Medium,No
U1006,132825,Puesto De Tacos,Okay,Mexican,Low,No
U1006,135048,Restaurante Bar Fu-Hao,Okay,Bar,High,No
U1006,135030,Preambulo Wifi Zone Cafe,Okay,Coffee Shop,Medium,No
U1006,132884,Dairy Queen,I like it,Not Informed,Low,Yes
U1131,135054,Restaurante Y Pescaderia Tampico,I like it,Seafood,High,No
U1131,132869,Dominos Pizza,Okay,Pizzeria,Medium,Yes
U1131,132866,Chaires,I like it,Bakery,Medium,No
U1131,135082,La Estrella De Dimas,Don't Like,Not Informed,None,None
U1131,132851,KFC,I like it,American,Low,Yes
U1131,132870,Tortas Y Hamburguesas El Gordo,Don't Like,Burgers,Low,No
U1073,135062,Restaurante El Cielo Potosino,Don't Like,Not Informed,Medium,No
U1073,132572,Cafe Chaires,Don't Like,Cafeteria,Low,No
U1073,135064,Restaurante El Chivero S.A. De C.V.,Don't Like,Not Informed,High,No
U1073,135080,Los Toneles,Don't Like,Not Informed,High,No
U1073,132951,Vips,Don't Like,American,Low,Yes
U1073,132954,La Parroquia,Don't Like,Breakfast,Medium,Yes
U1073,135052,La Cantina Restaurante,Don't Like,Bar,High,No
U1073,132834,Gorditas Doa Gloria,Don't Like,Mexican,Low,No
U1073,135060,Restaurante Marisco Sam,Don't Like,Seafood,Medium,No
U1073,135065,El Angel Restaurante,Don't Like,Not Informed,High,No
U1073,132862,La Posada Del Virrey,Don't Like,International,High,No
U1049,132921,Crudalia,Don't Like,Bar,Low,No
U1049,135042,Restaurant Oriental Express,Don't Like,Chinese,Medium,No
U1049,135032,Cafeteria Y Restaurant El Pacifico,Don't Like,Cafeteria,Medium,No
U1049,135051,Restaurante Versalles,Don't Like,Not Informed,Low,No
U1049,135085,Tortas Locas Hipocampo,Don't Like,Fast Food,Medium,No
U1049,132862,La Posada Del Virrey,Don't Like,International,High,No
U1049,135052,La Cantina Restaurante,Don't Like,Bar,High,No
U1058,135076,Restaurante Pueblo Bonito,I like it,Not Informed,High,No
U1058,135043,Pizza Clasica,Okay,Fast Food,Medium,Yes
U1058,135058,Restaurante Tiberius,I like it,Pizzeria,Medium,Yes
U1058,135053,La Fontana Pizza Restaurante And Cafe,I like it,Cafeteria,High,No
U1058,132885,Hamburguesas Saul,Okay,Cafeteria,Low,No
U1058,135050,Restaurante La Estrella De Dima,Okay,Not Informed,High,No
U1058,132872,Pizzeria Julios,I like it,American,Medium,No
U1058,135066,Restaurante Guerra,Okay,Not Informed,High,No
U1002,132921,Crudalia,I like it,Bar,Low,No
U1002,135062,Restaurante El Cielo Potosino,Okay,Not Informed,Medium,No
U1002,135106,El Rincón De San Francisco,Okay,Not Informed,None,None
U1002,132825,Puesto De Tacos,I like it,Mexican,Low,No
U1002,135052,La Cantina Restaurante,Okay,Bar,High,No
U1002,132862,La Posada Del Virrey,I like it,International,High,No
U1096,132875,Shi Ro Ie,I like it,Japanese,High,Yes
U1002,135059,Restaurant Bar Hacienda Los Martinez,Okay,Bar,Medium,No
U1002,135041,Luna Cafe,I like it,Bar,Medium,No
U1002,132925,El Pueblito,Okay,Mexican,Medium,No
U1002,135085,Tortas Locas Hipocampo,Okay,Fast Food,Medium,No
U1096,135025,El Rincon De San Francisco,I like it,Mexican,Medium,No
U1096,135072,Sushi Itto,Okay,Japanese,Medium,Yes
U1096,135064,Restaurante El Chivero S.A. De C.V.,Okay,Not Informed,High,No
U1096,135086,McDonalds Parque Tangamanga,Okay,Burgers,Medium,Yes
U1096,135055,La Cochinita Pibil Restaurante Yucateco,I like it,Mexican,High,No
U1136,135074,Restaurante La Parroquia Potosina,Okay,Contemporary,High,No
U1096,135026,La Cantina,I like it,Bar,High,No
U1136,132862,La Posada Del Virrey,I like it,International,High,No
U1096,132955,Emilianos,I like it,Brewery,Low,Yes
U1136,132921,Crudalia,I like it,Bar,Low,No
U1136,135072,Sushi Itto,Okay,Japanese,Medium,Yes
U1096,132723,Gordas De Morales,Okay,Mexican,Medium,No
U1136,135055,La Cochinita Pibil Restaurante Yucateco,I like it,Mexican,High,No
U1136,135064,Restaurante El Chivero S.A. De C.V.,Okay,Not Informed,High,No
U1096,132958,Tacos Los Volcanes,Okay,American,Low,Yes
U1096,135075,Mariscos El Pescador,Okay,Seafood,Medium,No
U1136,132958,Tacos Los Volcanes,I like it,American,Low,Yes
U1136,135048,Restaurante Bar Fu-Hao,Okay,Bar,High,No
U1136,135046,Restaurante El Reyecito,I like it,Fast Food,Medium,No
U1136,135028,La Virreina,I like it,Mexican,Medium,No
U1097,135086,McDonalds Parque Tangamanga,I like it,Burgers,Medium,Yes
U1097,135053,La Fontana Pizza Restaurante And Cafe,I like it,Cafeteria,High,No
U1097,132861,Carl's Jr,I like it,Burgers,Medium,Yes
U1058,135062,Restaurante El Cielo Potosino,I like it,Not Informed,Medium,No
U1058,135055,La Cochinita Pibil Restaurante Yucateco,I like it,Mexican,High,No
U1010,135053,La Fontana Pizza Restaurante And Cafe,Okay,Cafeteria,High,No
U1010,135058,Restaurante Tiberius,Okay,Pizzeria,Medium,Yes
U1010,135079,Koye Sushi,Don't Like,Chinese,High,No
U1003,135059,Restaurant Bar Hacienda Los Martinez,I like it,Bar,Medium,No
U1010,135064,Restaurante El Chivero S.A. De C.V.,Don't Like,Not Informed,High,No
U1010,135047,Restaurante Casa De Las Flores,Okay,Not Informed,High,No
U1010,135065,El Angel Restaurante,Okay,Not Informed,High,No
U1102,132854,Sirlone,I like it,International,Medium,No
U1102,132858,Hamburguesas Valle Dorado,I like it,Burgers,Low,No
U1010,135042,Restaurant Oriental Express,I like it,Chinese,Medium,No
U1102,132870,Tortas Y Hamburguesas El Gordo,I like it,Burgers,Low,No
U1010,135076,Restaurante Pueblo Bonito,Okay,Not Informed,High,No
U1102,132847,Don Burguers,I like it,Not Informed,Low,No
U1013,132951,Vips,I like it,American,Low,Yes
U1013,135060,Restaurante Marisco Sam,Okay,Seafood,Medium,No
U1028,132732,Taqueria El Amigo ,Okay,Mexican,Low,No
U1028,132733,Little Caesars,Okay,Pizzeria,Medium,Yes
U1028,135104,Vips,Don't Like,Not Informed,None,None
U1050,132732,Taqueria El Amigo ,Don't Like,Mexican,Low,No
U1050,132609,Pollo Frito Buenos Aires,Don't Like,Fast Food,Low,Yes
U1050,132608,Hamburguesas La Perica,Don't Like,Mexican,Low,Yes
U1050,132560,Puesto de Gorditas,Don't Like,Regional,Low,No
U1050,132740,Carreton De Flautas Y Migadas,Don't Like,Mexican,Low,No
U1050,132594,Tacos De Barbacoa Enfrente Del Tec,Don't Like,Mexican,Low,No
U1050,132584,Gorditas Doña Tota,Don't Like,Not Informed,None,None
U1028,132740,Carreton De Flautas Y Migadas,Okay,Mexican,Low,No
U1129,132706,Gorditas Dona Tota,Don't Like,Mexican,Medium,Yes
U1129,132654,Carnitas Mata  Calle 16 de Septiembre,Don't Like,Not Informed,Low,No
U1028,132630,Palomo Tec,I like it,Mexican,Low,No
U1028,132663,Tacos Abi,Don't Like,Mexican,Low,No
U1028,132613,Carnitas Mata,I like it,Mexican,Medium,Yes
U1087,132667,Little Pizza Emilio Portes Gil,I like it,Armenian,Low,Yes
U1087,135104,Vips,Okay,Not Informed,None,None
U1087,132660,Carnitas Mata Calle Emilio Portes Gil,Okay,Not Informed,Low,No
U1087,132732,Taqueria El Amigo ,I like it,Mexican,Low,No
U1087,132740,Carreton De Flautas Y Migadas,Okay,Mexican,Low,No
U1087,132560,Puesto de Gorditas,Okay,Regional,Low,No
U1087,132594,Tacos De Barbacoa Enfrente Del Tec,Okay,Mexican,Low,No
U1087,132663,Tacos Abi,Okay,Mexican,Low,No
U1065,132626,La Perica Hamburguesa,Okay,Italian,Medium,Yes
U1065,132706,Gorditas Dona Tota,I like it,Mexican,Medium,Yes
U1129,132561,Cafe Ambar,Okay,Not Informed,Low,No
U1065,132665,Tacos Correcaminos,Okay,Mexican,Low,No
U1129,132665,Tacos Correcaminos,Don't Like,Mexican,Low,No
U1065,132561,Cafe Ambar,Okay,Not Informed,Low,No
U1039,132626,La Perica Hamburguesa,I like it,Italian,Medium,Yes
U1039,132564,Church's,Okay,Not Informed,Low,Yes
U1065,132654,Carnitas Mata  Calle 16 de Septiembre,Okay,Not Informed,Low,No
U1039,132665,Tacos Correcaminos,Okay,Mexican,Low,No
U1130,132654,Carnitas Mata  Calle 16 de Septiembre,Don't Like,Not Informed,Low,No
U1130,132561,Cafe Ambar,Don't Like,Not Informed,Low,No
U1130,132626,La Perica Hamburguesa,Don't Like,Italian,Medium,Yes
U1130,132706,Gorditas Dona Tota,Okay,Mexican,Medium,Yes
U1043,132608,Hamburguesas La Perica,Okay,Mexican,Low,Yes
U1043,132609,Pollo Frito Buenos Aires,Okay,Fast Food,Low,Yes
U1011,132717,Tortas Hawaii,I like it,Fast Food,Medium,No
U1043,132613,Carnitas Mata,Okay,Mexican,Medium,Yes
U1011,132564,Church's,Okay,Not Informed,Low,Yes
U1043,132732,Taqueria El Amigo ,Okay,Mexican,Low,No
U1043,132630,Palomo Tec,Okay,Mexican,Low,No
U1011,132715,Tacos De La Estacion,Okay,Mexican,Low,No
U1068,132733,Little Caesars,Okay,Pizzeria,Medium,Yes
U1068,132594,Tacos De Barbacoa Enfrente Del Tec,Okay,Mexican,Low,No
U1068,132660,Carnitas Mata Calle Emilio Portes Gil,Don't Like,Not Informed,Low,No
